id,date,store_nbr,family,sales,onpromotion
58,1/1/2013,10,PERSONAL CARE,0,0
59,1/1/2013,10,PET SUPPLIES,0,0
60,1/1/2013,10,PLAYERS AND ELECTRONICS,0,0
61,1/1/2013,10,POULTRY,0,0
62,1/1/2013,10,PREPARED FOODS,0,0
63,1/1/2013,10,PRODUCE,0,0
64,1/1/2013,10,SCHOOL AND OFFICE SUPPLIES,0,0
65,1/1/2013,10,SEAFOOD,0,0
66,1/1/2013,11,AUTOMOTIVE,0,0
67,1/1/2013,11,BABY CARE,0,0
68,1/1/2013,11,BEAUTY,0,0
69,1/1/2013,11,BEVERAGES,0,0
70,1/1/2013,11,BOOKS,0,0
71,1/1/2013,11,BREAD/BAKERY,0,0
72,1/1/2013,11,CELEBRATION,0,0
73,1/1/2013,11,CLEANING,0,0
74,1/1/2013,11,DAIRY,0,0
75,1/1/2013,11,DELI,0,0
76,1/1/2013,11,EGGS,0,0
77,1/1/2013,11,FROZEN FOODS,0,0
78,1/1/2013,11,GROCERY I,0,0
79,1/1/2013,11,GROCERY II,0,0
80,1/1/2013,11,HARDWARE,0,0
81,1/1/2013,11,HOME AND KITCHEN I,0,0
82,1/1/2013,11,HOME AND KITCHEN II,0,0
83,1/1/2013,11,HOME APPLIANCES,0,0
84,1/1/2013,11,HOME CARE,0,0
85,1/1/2013,11,LADIESWEAR,0,0
86,1/1/2013,11,LAWN AND GARDEN,0,0
87,1/1/2013,11,LINGERIE,0,0
88,1/1/2013,11,"LIQUOR,WINE,BEER",0,0
89,1/1/2013,11,MAGAZINES,0,0
90,1/1/2013,11,MEATS,0,0
91,1/1/2013,11,PERSONAL CARE,0,0
92,1/1/2013,11,PET SUPPLIES,0,0
93,1/1/2013,11,PLAYERS AND ELECTRONICS,0,0
94,1/1/2013,11,POULTRY,0,0
95,1/1/2013,11,PREPARED FOODS,0,0
96,1/1/2013,11,PRODUCE,0,0
97,1/1/2013,11,SCHOOL AND OFFICE SUPPLIES,0,0
98,1/1/2013,11,SEAFOOD,0,0
99,1/1/2013,12,AUTOMOTIVE,0,0
100,1/1/2013,12,BABY CARE,0,0
101,1/1/2013,12,BEAUTY,0,0
102,1/1/2013,12,BEVERAGES,0,0
103,1/1/2013,12,BOOKS,0,0
104,1/1/2013,12,BREAD/BAKERY,0,0
105,1/1/2013,12,CELEBRATION,0,0
106,1/1/2013,12,CLEANING,0,0
107,1/1/2013,12,DAIRY,0,0
108,1/1/2013,12,DELI,0,0
109,1/1/2013,12,EGGS,0,0
110,1/1/2013,12,FROZEN FOODS,0,0
111,1/1/2013,12,GROCERY I,0,0
112,1/1/2013,12,GROCERY II,0,0
113,1/1/2013,12,HARDWARE,0,0
114,1/1/2013,12,HOME AND KITCHEN I,0,0
115,1/1/2013,12,HOME AND KITCHEN II,0,0
116,1/1/2013,12,HOME APPLIANCES,0,0
117,1/1/2013,12,HOME CARE,0,0
118,1/1/2013,12,LADIESWEAR,0,0
119,1/1/2013,12,LAWN AND GARDEN,0,0
120,1/1/2013,12,LINGERIE,0,0
121,1/1/2013,12,"LIQUOR,WINE,BEER",0,0
122,1/1/2013,12,MAGAZINES,0,0
123,1/1/2013,12,MEATS,0,0
124,1/1/2013,12,PERSONAL CARE,0,0
125,1/1/2013,12,PET SUPPLIES,0,0
126,1/1/2013,12,PLAYERS AND ELECTRONICS,0,0
127,1/1/2013,12,POULTRY,0,0
128,1/1/2013,12,PREPARED FOODS,0,0
129,1/1/2013,12,PRODUCE,0,0
130,1/1/2013,12,SCHOOL AND OFFICE SUPPLIES,0,0
131,1/1/2013,12,SEAFOOD,0,0
132,1/1/2013,13,AUTOMOTIVE,0,0
133,1/1/2013,13,BABY CARE,0,0
134,1/1/2013,13,BEAUTY,0,0
135,1/1/2013,13,BEVERAGES,0,0
136,1/1/2013,13,BOOKS,0,0
137,1/1/2013,13,BREAD/BAKERY,0,0
138,1/1/2013,13,CELEBRATION,0,0
139,1/1/2013,13,CLEANING,0,0
140,1/1/2013,13,DAIRY,0,0
141,1/1/2013,13,DELI,0,0
142,1/1/2013,13,EGGS,0,0
143,1/1/2013,13,FROZEN FOODS,0,0
144,1/1/2013,13,GROCERY I,0,0
145,1/1/2013,13,GROCERY II,0,0
146,1/1/2013,13,HARDWARE,0,0
147,1/1/2013,13,HOME AND KITCHEN I,0,0
148,1/1/2013,13,HOME AND KITCHEN II,0,0
149,1/1/2013,13,HOME APPLIANCES,0,0
150,1/1/2013,13,HOME CARE,0,0
151,1/1/2013,13,LADIESWEAR,0,0
152,1/1/2013,13,LAWN AND GARDEN,0,0
153,1/1/2013,13,LINGERIE,0,0
154,1/1/2013,13,"LIQUOR,WINE,BEER",0,0
155,1/1/2013,13,MAGAZINES,0,0
156,1/1/2013,13,MEATS,0,0
157,1/1/2013,13,PERSONAL CARE,0,0
158,1/1/2013,13,PET SUPPLIES,0,0
159,1/1/2013,13,PLAYERS AND ELECTRONICS,0,0
160,1/1/2013,13,POULTRY,0,0
161,1/1/2013,13,PREPARED FOODS,0,0
162,1/1/2013,13,PRODUCE,0,0
163,1/1/2013,13,SCHOOL AND OFFICE SUPPLIES,0,0
164,1/1/2013,13,SEAFOOD,0,0
165,1/1/2013,14,AUTOMOTIVE,0,0
166,1/1/2013,14,BABY CARE,0,0
167,1/1/2013,14,BEAUTY,0,0
168,1/1/2013,14,BEVERAGES,0,0
169,1/1/2013,14,BOOKS,0,0
170,1/1/2013,14,BREAD/BAKERY,0,0
171,1/1/2013,14,CELEBRATION,0,0
172,1/1/2013,14,CLEANING,0,0
173,1/1/2013,14,DAIRY,0,0
174,1/1/2013,14,DELI,0,0
175,1/1/2013,14,EGGS,0,0
176,1/1/2013,14,FROZEN FOODS,0,0
177,1/1/2013,14,GROCERY I,0,0
178,1/1/2013,14,GROCERY II,0,0
179,1/1/2013,14,HARDWARE,0,0
180,1/1/2013,14,HOME AND KITCHEN I,0,0
181,1/1/2013,14,HOME AND KITCHEN II,0,0
182,1/1/2013,14,HOME APPLIANCES,0,0
183,1/1/2013,14,HOME CARE,0,0
184,1/1/2013,14,LADIESWEAR,0,0
185,1/1/2013,14,LAWN AND GARDEN,0,0
186,1/1/2013,14,LINGERIE,0,0
187,1/1/2013,14,"LIQUOR,WINE,BEER",0,0
188,1/1/2013,14,MAGAZINES,0,0
189,1/1/2013,14,MEATS,0,0
190,1/1/2013,14,PERSONAL CARE,0,0
191,1/1/2013,14,PET SUPPLIES,0,0
192,1/1/2013,14,PLAYERS AND ELECTRONICS,0,0
193,1/1/2013,14,POULTRY,0,0
194,1/1/2013,14,PREPARED FOODS,0,0
195,1/1/2013,14,PRODUCE,0,0
196,1/1/2013,14,SCHOOL AND OFFICE SUPPLIES,0,0
197,1/1/2013,14,SEAFOOD,0,0
198,1/1/2013,15,AUTOMOTIVE,0,0
199,1/1/2013,15,BABY CARE,0,0
200,1/1/2013,15,BEAUTY,0,0
201,1/1/2013,15,BEVERAGES,0,0
202,1/1/2013,15,BOOKS,0,0
203,1/1/2013,15,BREAD/BAKERY,0,0
204,1/1/2013,15,CELEBRATION,0,0
205,1/1/2013,15,CLEANING,0,0
206,1/1/2013,15,DAIRY,0,0
207,1/1/2013,15,DELI,0,0
208,1/1/2013,15,EGGS,0,0
209,1/1/2013,15,FROZEN FOODS,0,0
210,1/1/2013,15,GROCERY I,0,0
211,1/1/2013,15,GROCERY II,0,0
212,1/1/2013,15,HARDWARE,0,0
213,1/1/2013,15,HOME AND KITCHEN I,0,0
214,1/1/2013,15,HOME AND KITCHEN II,0,0
215,1/1/2013,15,HOME APPLIANCES,0,0
216,1/1/2013,15,HOME CARE,0,0
217,1/1/2013,15,LADIESWEAR,0,0
218,1/1/2013,15,LAWN AND GARDEN,0,0
219,1/1/2013,15,LINGERIE,0,0
220,1/1/2013,15,"LIQUOR,WINE,BEER",0,0
221,1/1/2013,15,MAGAZINES,0,0
222,1/1/2013,15,MEATS,0,0
223,1/1/2013,15,PERSONAL CARE,0,0
224,1/1/2013,15,PET SUPPLIES,0,0
225,1/1/2013,15,PLAYERS AND ELECTRONICS,0,0
226,1/1/2013,15,POULTRY,0,0
227,1/1/2013,15,PREPARED FOODS,0,0
228,1/1/2013,15,PRODUCE,0,0
229,1/1/2013,15,SCHOOL AND OFFICE SUPPLIES,0,0
230,1/1/2013,15,SEAFOOD,0,0
231,1/1/2013,16,AUTOMOTIVE,0,0
232,1/1/2013,16,BABY CARE,0,0
233,1/1/2013,16,BEAUTY,0,0
234,1/1/2013,16,BEVERAGES,0,0
235,1/1/2013,16,BOOKS,0,0
236,1/1/2013,16,BREAD/BAKERY,0,0
237,1/1/2013,16,CELEBRATION,0,0
238,1/1/2013,16,CLEANING,0,0
239,1/1/2013,16,DAIRY,0,0
240,1/1/2013,16,DELI,0,0
241,1/1/2013,16,EGGS,0,0
242,1/1/2013,16,FROZEN FOODS,0,0
243,1/1/2013,16,GROCERY I,0,0
244,1/1/2013,16,GROCERY II,0,0
245,1/1/2013,16,HARDWARE,0,0
246,1/1/2013,16,HOME AND KITCHEN I,0,0
247,1/1/2013,16,HOME AND KITCHEN II,0,0
248,1/1/2013,16,HOME APPLIANCES,0,0
249,1/1/2013,16,HOME CARE,0,0
250,1/1/2013,16,LADIESWEAR,0,0
251,1/1/2013,16,LAWN AND GARDEN,0,0
252,1/1/2013,16,LINGERIE,0,0
253,1/1/2013,16,"LIQUOR,WINE,BEER",0,0
254,1/1/2013,16,MAGAZINES,0,0
255,1/1/2013,16,MEATS,0,0
256,1/1/2013,16,PERSONAL CARE,0,0
257,1/1/2013,16,PET SUPPLIES,0,0
258,1/1/2013,16,PLAYERS AND ELECTRONICS,0,0
259,1/1/2013,16,POULTRY,0,0
260,1/1/2013,16,PREPARED FOODS,0,0
261,1/1/2013,16,PRODUCE,0,0
262,1/1/2013,16,SCHOOL AND OFFICE SUPPLIES,0,0
263,1/1/2013,16,SEAFOOD,0,0
264,1/1/2013,17,AUTOMOTIVE,0,0
265,1/1/2013,17,BABY CARE,0,0
266,1/1/2013,17,BEAUTY,0,0
267,1/1/2013,17,BEVERAGES,0,0
268,1/1/2013,17,BOOKS,0,0
269,1/1/2013,17,BREAD/BAKERY,0,0
270,1/1/2013,17,CELEBRATION,0,0
271,1/1/2013,17,CLEANING,0,0
272,1/1/2013,17,DAIRY,0,0
273,1/1/2013,17,DELI,0,0
274,1/1/2013,17,EGGS,0,0
275,1/1/2013,17,FROZEN FOODS,0,0
276,1/1/2013,17,GROCERY I,0,0
277,1/1/2013,17,GROCERY II,0,0
278,1/1/2013,17,HARDWARE,0,0
279,1/1/2013,17,HOME AND KITCHEN I,0,0
280,1/1/2013,17,HOME AND KITCHEN II,0,0
281,1/1/2013,17,HOME APPLIANCES,0,0
282,1/1/2013,17,HOME CARE,0,0
283,1/1/2013,17,LADIESWEAR,0,0
284,1/1/2013,17,LAWN AND GARDEN,0,0
285,1/1/2013,17,LINGERIE,0,0
286,1/1/2013,17,"LIQUOR,WINE,BEER",0,0
287,1/1/2013,17,MAGAZINES,0,0
288,1/1/2013,17,MEATS,0,0
289,1/1/2013,17,PERSONAL CARE,0,0
290,1/1/2013,17,PET SUPPLIES,0,0
291,1/1/2013,17,PLAYERS AND ELECTRONICS,0,0
292,1/1/2013,17,POULTRY,0,0
293,1/1/2013,17,PREPARED FOODS,0,0
294,1/1/2013,17,PRODUCE,0,0
295,1/1/2013,17,SCHOOL AND OFFICE SUPPLIES,0,0
296,1/1/2013,17,SEAFOOD,0,0
297,1/1/2013,18,AUTOMOTIVE,0,0
298,1/1/2013,18,BABY CARE,0,0
299,1/1/2013,18,BEAUTY,0,0
300,1/1/2013,18,BEVERAGES,0,0
301,1/1/2013,18,BOOKS,0,0
302,1/1/2013,18,BREAD/BAKERY,0,0
303,1/1/2013,18,CELEBRATION,0,0
304,1/1/2013,18,CLEANING,0,0
305,1/1/2013,18,DAIRY,0,0
306,1/1/2013,18,DELI,0,0
307,1/1/2013,18,EGGS,0,0
308,1/1/2013,18,FROZEN FOODS,0,0
309,1/1/2013,18,GROCERY I,0,0
310,1/1/2013,18,GROCERY II,0,0
311,1/1/2013,18,HARDWARE,0,0
312,1/1/2013,18,HOME AND KITCHEN I,0,0
313,1/1/2013,18,HOME AND KITCHEN II,0,0
314,1/1/2013,18,HOME APPLIANCES,0,0
315,1/1/2013,18,HOME CARE,0,0
316,1/1/2013,18,LADIESWEAR,0,0
317,1/1/2013,18,LAWN AND GARDEN,0,0
318,1/1/2013,18,LINGERIE,0,0
319,1/1/2013,18,"LIQUOR,WINE,BEER",0,0
320,1/1/2013,18,MAGAZINES,0,0
321,1/1/2013,18,MEATS,0,0
322,1/1/2013,18,PERSONAL CARE,0,0
323,1/1/2013,18,PET SUPPLIES,0,0
324,1/1/2013,18,PLAYERS AND ELECTRONICS,0,0
325,1/1/2013,18,POULTRY,0,0
326,1/1/2013,18,PREPARED FOODS,0,0
327,1/1/2013,18,PRODUCE,0,0
328,1/1/2013,18,SCHOOL AND OFFICE SUPPLIES,0,0
329,1/1/2013,18,SEAFOOD,0,0
330,1/1/2013,19,AUTOMOTIVE,0,0
331,1/1/2013,19,BABY CARE,0,0
332,1/1/2013,19,BEAUTY,0,0
333,1/1/2013,19,BEVERAGES,0,0
334,1/1/2013,19,BOOKS,0,0
335,1/1/2013,19,BREAD/BAKERY,0,0
336,1/1/2013,19,CELEBRATION,0,0
337,1/1/2013,19,CLEANING,0,0
338,1/1/2013,19,DAIRY,0,0
339,1/1/2013,19,DELI,0,0
340,1/1/2013,19,EGGS,0,0
341,1/1/2013,19,FROZEN FOODS,0,0
342,1/1/2013,19,GROCERY I,0,0
343,1/1/2013,19,GROCERY II,0,0
344,1/1/2013,19,HARDWARE,0,0
345,1/1/2013,19,HOME AND KITCHEN I,0,0
346,1/1/2013,19,HOME AND KITCHEN II,0,0
347,1/1/2013,19,HOME APPLIANCES,0,0
348,1/1/2013,19,HOME CARE,0,0
349,1/1/2013,19,LADIESWEAR,0,0
350,1/1/2013,19,LAWN AND GARDEN,0,0
351,1/1/2013,19,LINGERIE,0,0
352,1/1/2013,19,"LIQUOR,WINE,BEER",0,0
353,1/1/2013,19,MAGAZINES,0,0
354,1/1/2013,19,MEATS,0,0
355,1/1/2013,19,PERSONAL CARE,0,0
356,1/1/2013,19,PET SUPPLIES,0,0
357,1/1/2013,19,PLAYERS AND ELECTRONICS,0,0
358,1/1/2013,19,POULTRY,0,0
359,1/1/2013,19,PREPARED FOODS,0,0
360,1/1/2013,19,PRODUCE,0,0
361,1/1/2013,19,SCHOOL AND OFFICE SUPPLIES,0,0
362,1/1/2013,19,SEAFOOD,0,0
363,1/1/2013,2,AUTOMOTIVE,0,0
364,1/1/2013,2,BABY CARE,0,0
365,1/1/2013,2,BEAUTY,0,0
366,1/1/2013,2,BEVERAGES,0,0
367,1/1/2013,2,BOOKS,0,0
368,1/1/2013,2,BREAD/BAKERY,0,0
369,1/1/2013,2,CELEBRATION,0,0
370,1/1/2013,2,CLEANING,0,0
371,1/1/2013,2,DAIRY,0,0
372,1/1/2013,2,DELI,0,0
373,1/1/2013,2,EGGS,0,0
374,1/1/2013,2,FROZEN FOODS,0,0
375,1/1/2013,2,GROCERY I,0,0
376,1/1/2013,2,GROCERY II,0,0
377,1/1/2013,2,HARDWARE,0,0
378,1/1/2013,2,HOME AND KITCHEN I,0,0
379,1/1/2013,2,HOME AND KITCHEN II,0,0
380,1/1/2013,2,HOME APPLIANCES,0,0
381,1/1/2013,2,HOME CARE,0,0
382,1/1/2013,2,LADIESWEAR,0,0
383,1/1/2013,2,LAWN AND GARDEN,0,0
384,1/1/2013,2,LINGERIE,0,0
385,1/1/2013,2,"LIQUOR,WINE,BEER",0,0
386,1/1/2013,2,MAGAZINES,0,0
387,1/1/2013,2,MEATS,0,0
388,1/1/2013,2,PERSONAL CARE,0,0
389,1/1/2013,2,PET SUPPLIES,0,0
390,1/1/2013,2,PLAYERS AND ELECTRONICS,0,0
391,1/1/2013,2,POULTRY,0,0
392,1/1/2013,2,PREPARED FOODS,0,0
393,1/1/2013,2,PRODUCE,0,0
394,1/1/2013,2,SCHOOL AND OFFICE SUPPLIES,0,0
395,1/1/2013,2,SEAFOOD,0,0
396,1/1/2013,20,AUTOMOTIVE,0,0
397,1/1/2013,20,BABY CARE,0,0
398,1/1/2013,20,BEAUTY,0,0
399,1/1/2013,20,BEVERAGES,0,0
400,1/1/2013,20,BOOKS,0,0
401,1/1/2013,20,BREAD/BAKERY,0,0
402,1/1/2013,20,CELEBRATION,0,0
403,1/1/2013,20,CLEANING,0,0
404,1/1/2013,20,DAIRY,0,0
405,1/1/2013,20,DELI,0,0
406,1/1/2013,20,EGGS,0,0
407,1/1/2013,20,FROZEN FOODS,0,0
408,1/1/2013,20,GROCERY I,0,0
409,1/1/2013,20,GROCERY II,0,0
410,1/1/2013,20,HARDWARE,0,0
411,1/1/2013,20,HOME AND KITCHEN I,0,0
412,1/1/2013,20,HOME AND KITCHEN II,0,0
413,1/1/2013,20,HOME APPLIANCES,0,0
414,1/1/2013,20,HOME CARE,0,0
415,1/1/2013,20,LADIESWEAR,0,0
416,1/1/2013,20,LAWN AND GARDEN,0,0
417,1/1/2013,20,LINGERIE,0,0
418,1/1/2013,20,"LIQUOR,WINE,BEER",0,0
419,1/1/2013,20,MAGAZINES,0,0
420,1/1/2013,20,MEATS,0,0
421,1/1/2013,20,PERSONAL CARE,0,0
422,1/1/2013,20,PET SUPPLIES,0,0
423,1/1/2013,20,PLAYERS AND ELECTRONICS,0,0
424,1/1/2013,20,POULTRY,0,0
425,1/1/2013,20,PREPARED FOODS,0,0
426,1/1/2013,20,PRODUCE,0,0
427,1/1/2013,20,SCHOOL AND OFFICE SUPPLIES,0,0
428,1/1/2013,20,SEAFOOD,0,0
429,1/1/2013,21,AUTOMOTIVE,0,0
430,1/1/2013,21,BABY CARE,0,0
431,1/1/2013,21,BEAUTY,0,0
432,1/1/2013,21,BEVERAGES,0,0
433,1/1/2013,21,BOOKS,0,0
434,1/1/2013,21,BREAD/BAKERY,0,0
435,1/1/2013,21,CELEBRATION,0,0
436,1/1/2013,21,CLEANING,0,0
437,1/1/2013,21,DAIRY,0,0
438,1/1/2013,21,DELI,0,0
439,1/1/2013,21,EGGS,0,0
440,1/1/2013,21,FROZEN FOODS,0,0
441,1/1/2013,21,GROCERY I,0,0
442,1/1/2013,21,GROCERY II,0,0
443,1/1/2013,21,HARDWARE,0,0
444,1/1/2013,21,HOME AND KITCHEN I,0,0
445,1/1/2013,21,HOME AND KITCHEN II,0,0
446,1/1/2013,21,HOME APPLIANCES,0,0
447,1/1/2013,21,HOME CARE,0,0
448,1/1/2013,21,LADIESWEAR,0,0
449,1/1/2013,21,LAWN AND GARDEN,0,0
450,1/1/2013,21,LINGERIE,0,0
451,1/1/2013,21,"LIQUOR,WINE,BEER",0,0
452,1/1/2013,21,MAGAZINES,0,0
453,1/1/2013,21,MEATS,0,0
454,1/1/2013,21,PERSONAL CARE,0,0
455,1/1/2013,21,PET SUPPLIES,0,0
456,1/1/2013,21,PLAYERS AND ELECTRONICS,0,0
457,1/1/2013,21,POULTRY,0,0
458,1/1/2013,21,PREPARED FOODS,0,0
459,1/1/2013,21,PRODUCE,0,0
460,1/1/2013,21,SCHOOL AND OFFICE SUPPLIES,0,0
461,1/1/2013,21,SEAFOOD,0,0
462,1/1/2013,22,AUTOMOTIVE,0,0
463,1/1/2013,22,BABY CARE,0,0
464,1/1/2013,22,BEAUTY,0,0
465,1/1/2013,22,BEVERAGES,0,0
466,1/1/2013,22,BOOKS,0,0
467,1/1/2013,22,BREAD/BAKERY,0,0
468,1/1/2013,22,CELEBRATION,0,0
469,1/1/2013,22,CLEANING,0,0
470,1/1/2013,22,DAIRY,0,0
471,1/1/2013,22,DELI,0,0
472,1/1/2013,22,EGGS,0,0
473,1/1/2013,22,FROZEN FOODS,0,0
474,1/1/2013,22,GROCERY I,0,0
475,1/1/2013,22,GROCERY II,0,0
476,1/1/2013,22,HARDWARE,0,0
477,1/1/2013,22,HOME AND KITCHEN I,0,0
478,1/1/2013,22,HOME AND KITCHEN II,0,0
479,1/1/2013,22,HOME APPLIANCES,0,0
480,1/1/2013,22,HOME CARE,0,0
481,1/1/2013,22,LADIESWEAR,0,0
482,1/1/2013,22,LAWN AND GARDEN,0,0
483,1/1/2013,22,LINGERIE,0,0
484,1/1/2013,22,"LIQUOR,WINE,BEER",0,0
485,1/1/2013,22,MAGAZINES,0,0
486,1/1/2013,22,MEATS,0,0
487,1/1/2013,22,PERSONAL CARE,0,0
488,1/1/2013,22,PET SUPPLIES,0,0
489,1/1/2013,22,PLAYERS AND ELECTRONICS,0,0
490,1/1/2013,22,POULTRY,0,0
491,1/1/2013,22,PREPARED FOODS,0,0
492,1/1/2013,22,PRODUCE,0,0
493,1/1/2013,22,SCHOOL AND OFFICE SUPPLIES,0,0
494,1/1/2013,22,SEAFOOD,0,0
495,1/1/2013,23,AUTOMOTIVE,0,0
496,1/1/2013,23,BABY CARE,0,0
497,1/1/2013,23,BEAUTY,0,0
498,1/1/2013,23,BEVERAGES,0,0
499,1/1/2013,23,BOOKS,0,0
500,1/1/2013,23,BREAD/BAKERY,0,0
501,1/1/2013,23,CELEBRATION,0,0
502,1/1/2013,23,CLEANING,0,0
503,1/1/2013,23,DAIRY,0,0
504,1/1/2013,23,DELI,0,0
505,1/1/2013,23,EGGS,0,0
506,1/1/2013,23,FROZEN FOODS,0,0
507,1/1/2013,23,GROCERY I,0,0
508,1/1/2013,23,GROCERY II,0,0
509,1/1/2013,23,HARDWARE,0,0
510,1/1/2013,23,HOME AND KITCHEN I,0,0
511,1/1/2013,23,HOME AND KITCHEN II,0,0
512,1/1/2013,23,HOME APPLIANCES,0,0
513,1/1/2013,23,HOME CARE,0,0
514,1/1/2013,23,LADIESWEAR,0,0
515,1/1/2013,23,LAWN AND GARDEN,0,0
516,1/1/2013,23,LINGERIE,0,0
517,1/1/2013,23,"LIQUOR,WINE,BEER",0,0
518,1/1/2013,23,MAGAZINES,0,0
519,1/1/2013,23,MEATS,0,0
520,1/1/2013,23,PERSONAL CARE,0,0
521,1/1/2013,23,PET SUPPLIES,0,0
522,1/1/2013,23,PLAYERS AND ELECTRONICS,0,0
523,1/1/2013,23,POULTRY,0,0
524,1/1/2013,23,PREPARED FOODS,0,0
525,1/1/2013,23,PRODUCE,0,0
526,1/1/2013,23,SCHOOL AND OFFICE SUPPLIES,0,0
527,1/1/2013,23,SEAFOOD,0,0
528,1/1/2013,24,AUTOMOTIVE,0,0
529,1/1/2013,24,BABY CARE,0,0
530,1/1/2013,24,BEAUTY,0,0
531,1/1/2013,24,BEVERAGES,0,0
532,1/1/2013,24,BOOKS,0,0
533,1/1/2013,24,BREAD/BAKERY,0,0
534,1/1/2013,24,CELEBRATION,0,0
535,1/1/2013,24,CLEANING,0,0
536,1/1/2013,24,DAIRY,0,0
537,1/1/2013,24,DELI,0,0
538,1/1/2013,24,EGGS,0,0
539,1/1/2013,24,FROZEN FOODS,0,0
540,1/1/2013,24,GROCERY I,0,0
541,1/1/2013,24,GROCERY II,0,0
542,1/1/2013,24,HARDWARE,0,0
543,1/1/2013,24,HOME AND KITCHEN I,0,0
544,1/1/2013,24,HOME AND KITCHEN II,0,0
545,1/1/2013,24,HOME APPLIANCES,0,0
546,1/1/2013,24,HOME CARE,0,0
547,1/1/2013,24,LADIESWEAR,0,0
548,1/1/2013,24,LAWN AND GARDEN,0,0
549,1/1/2013,24,LINGERIE,0,0
550,1/1/2013,24,"LIQUOR,WINE,BEER",0,0
551,1/1/2013,24,MAGAZINES,0,0
552,1/1/2013,24,MEATS,0,0
553,1/1/2013,24,PERSONAL CARE,0,0
554,1/1/2013,24,PET SUPPLIES,0,0
555,1/1/2013,24,PLAYERS AND ELECTRONICS,0,0
556,1/1/2013,24,POULTRY,0,0
557,1/1/2013,24,PREPARED FOODS,0,0
558,1/1/2013,24,PRODUCE,0,0
559,1/1/2013,24,SCHOOL AND OFFICE SUPPLIES,0,0
560,1/1/2013,24,SEAFOOD,0,0
561,1/1/2013,25,AUTOMOTIVE,0,0
562,1/1/2013,25,BABY CARE,0,0
563,1/1/2013,25,BEAUTY,2,0
564,1/1/2013,25,BEVERAGES,810,0
565,1/1/2013,25,BOOKS,0,0
566,1/1/2013,25,BREAD/BAKERY,180.589,0
567,1/1/2013,25,CELEBRATION,0,0
568,1/1/2013,25,CLEANING,186,0
569,1/1/2013,25,DAIRY,143,0
570,1/1/2013,25,DELI,71.09,0
571,1/1/2013,25,EGGS,46,0
572,1/1/2013,25,FROZEN FOODS,29.654999,0
573,1/1/2013,25,GROCERY I,700,0
574,1/1/2013,25,GROCERY II,15,0
575,1/1/2013,25,HARDWARE,0,0
576,1/1/2013,25,HOME AND KITCHEN I,0,0
577,1/1/2013,25,HOME AND KITCHEN II,0,0
578,1/1/2013,25,HOME APPLIANCES,0,0
