,source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
10,Google Play,abdb3cde-4b92-4214-84d8-5a65944abdf7,Wadhan Syaif,,Good,5,0,2024-05-10 12:06:12,"We're happy to hear that you're enjoying Shopee, Wadhan Syaif! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-10 13:08:44,3.01.09,id,id
11,Google Play,2e27405c-d8db-4083-9b60-0f7f04a75a64,Deni Aris,,Hantaran cepat,5,0,2024-05-10 07:05:47,"Kami gembira mendengar ulasan ini Deni Aris! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-10 08:15:55,3.24.17,id,id
12,Google Play,972f04eb-acc0-42c9-ac4f-85f0021d9456,rizal 04,,Maju trus pantang mundur Be the best of the best 🥰🥰✌️✌️,4,0,2024-05-09 22:12:36,"Kami gembira mendengar ulasan ini rizal 04! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-09 23:05:04,3.24.17,id,id
13,Google Play,61092b5d-8f68-496c-88a4-8051230457a7,Kholifa Ptk (KHalifah),,Bagus sekali,4,0,2024-05-09 15:20:58,"Kami gembira mendengar ulasan ini Kholifa Ptk (KHalifah)! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-09 16:04:33,3.15.13,id,id
14,Google Play,ef737681-5f46-4882-bb8d-5f7277c1fd37,Asmarina Asmarina,,🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻,5,0,2024-05-08 21:41:10,"We're happy to hear that you're enjoying Shopee, Asmarina Asmarina! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-08 22:07:33,,id,id
15,Google Play,1ff35a9d-4e6b-4b07-97e7-70a46e94c924,Ferawati Yeni,,Sangat membantu,4,0,2024-05-08 21:00:36,"Kami gembira mendengar ulasan ini Ferawati Yeni! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-08 21:08:05,3.24.17,id,id
16,Google Play,107cd2c4-741f-4726-8b56-2f65d1321395,Ayu Gania,,Sangat membantu,5,0,2024-05-08 13:15:53,"Kami gembira mendengar ulasan ini Ayu Gania! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-08 14:11:05,3.24.17,id,id
17,Google Play,90f227e7-d04d-41cd-aa55-23be552ce2da,Iam Andy Cool,,🤙🤙🤙🤙,5,0,2024-05-08 12:11:03,"We're happy to hear that you're enjoying Shopee, Iam Andy Cool! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-08 13:02:41,3.24.17,id,id
18,Google Play,4f4d3c18-689e-4e9b-a419-a9b1eb5409aa,Hendro Prabu,,Belanja tak pergi manapon,5,0,2024-05-08 08:57:15,"Kami gembira mendengar ulasan ini Hendro Prabu! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-08 09:15:05,3.24.17,id,id
19,Google Play,6754378e-32f7-4271-8c20-cd5fe3c54dd4,Rusmi Rusmiaty,,Sangat berguna sekali,4,0,2024-05-07 20:46:08,"Kami gembira mendengar ulasan ini Rusmi Rusmiaty! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-07 21:03:42,,id,id
20,Google Play,f2e41ec9-2521-4cec-ba5f-0e3588d25282,Azriel Temlo,,Segalanya membuatku mudah,5,1,2024-05-07 14:44:18,"Kami gembira mendengar ulasan ini Azriel Temlo! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-07 15:13:20,3.24.17,id,id
21,Google Play,eb85e4f4-3bdd-4336-8e17-53c9788428e2,Tomy Krisdiana,,Kenapa sekarang login di persusah harus pake otp email sedangkan nomor hp nya masih aktip dan otp email nya di kirim ke email yang sudah tidak aktip ga ada opsi lain kah untuk login selain otp email kan bisa kirim otp lewat nomor hp benci kali sama peraturan Shopie sekarang tidak bisa memecahkan masalah yang email nya sudah tidak aktip,1,10,2024-05-07 08:38:46,"Kami kesal mendengar ulasan ini, Tomy Krisdiana. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-05-07 09:25:05,3.24.17,id,id
22,Google Play,99195a2c-601c-4fc7-977c-b99e782c33d3,Kholil Valen,,Lah akun saye kenapa kena banned padahal tak pernah lakukan kesalahan pun??,1,0,2024-05-07 07:56:59,"Kami kesal mendengar ulasan ini, Kholil Valen. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-05-07 08:34:16,3.24.17,id,id
23,Google Play,cd508578-57dd-4e65-bcbe-fc414e83373c,Abd razak bin abg rashid Rashid,,Dari aku pakai shopping tak pernah jumpa semak nombor lepas tu kena ketahui pula nak buat apa,1,0,2024-05-07 06:14:03,"Kami kesal mendengar ulasan ini, Abd razak bin abg rashid Rashid. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-05-07 07:48:27,,id,id
24,Google Play,5d5ebc82-7ea4-4c3c-8f9f-9aa5003be328,Nurlaini Leny,,Gimana caranya ubah akun Malaysia ke Indonesia ya,5,0,2024-05-06 23:57:51,"Terima kasih atas rating ini, Nurlaini Leny!
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet Percuma.",2024-05-07 00:10:22,,id,id
25,Google Play,8459c123-c0d4-4f0e-8651-e4c346ef4766,suriadi,,Sekarang Shopee lebih baik dan pelayanan pun memuaskan,5,74,2024-05-06 19:33:28,"Kami gembira mendengar ulasan ini suriadi! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-06 20:55:37,2.55.13,id,id
26,Google Play,be2401dd-cb65-42e7-821a-d531b209bec5,Nurasyikin Nurasyikin,,baik,5,0,2024-05-06 12:11:28,"Kami gembira mendengar ulasan ini Nurasyikin Nurasyikin! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-06 13:04:33,3.24.17,id,id
27,Google Play,623f0ef0-38f7-4b99-980f-39d48225fa85,Abel Jih,,Alhamdulillah ini sangat bagus,5,0,2024-05-05 22:43:55,"Kami gembira mendengar ulasan ini Abel Jih! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-06 01:01:55,,id,id
28,Google Play,c00631eb-c090-438e-a624-e8c1b6c47d52,Abufarhan Sany,,Bagus sekali untuk mencari sesuatu di shopee,5,0,2024-05-05 22:19:15,"Kami gembira mendengar ulasan ini Abufarhan Sany! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-06 01:02:56,,id,id
29,Google Play,93c2ed0d-9fde-44a3-a515-2a1736443adb,Nita Nita,,Oke,5,0,2024-05-05 16:28:05,"We're happy to hear that you're enjoying Shopee, Nita Nita! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-05 17:06:27,,id,id
30,Google Play,e17a1aca-dd01-4286-ab75-61a71f7e77f4,yunus putra,,bj tu,5,0,2024-05-05 03:02:10,"Kami gembira mendengar ulasan ini yunus putra! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-04 21:03:15,,id,id
31,Google Play,dbbdd947-47c7-447b-9720-a845eeef7c9a,Krido Tok,,Terbaikkk,5,0,2024-05-05 00:26:07,"Kami gembira mendengar ulasan ini Krido Tok! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-05 01:04:39,3.24.17,id,id
32,Google Play,703f2902-eb64-45f1-9565-1f8ea56b0576,Emon Emon,,ok,5,0,2024-05-04 22:16:22,"We're happy to hear that you're enjoying Shopee, Emon Emon! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-04 23:05:45,,id,id
33,Google Play,4daace60-341c-4d3f-8058-93401bfca1e3,Yus Santo,,Saya tak perlu,1,0,2024-05-04 14:57:44,"Kami kesal mendengar ulasan ini, Yus Santo. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-05-04 15:21:45,3.24.17,id,id
34,Google Play,97d1e291-ef99-4b3b-b319-45f0e4542a71,Nelvyen Ester,,Bagus banget apk shopeeeeeee,5,0,2024-05-04 11:44:36,"Kami gembira mendengar ulasan ini Nelvyen Ester! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-04 12:44:59,,id,id
35,Google Play,86e6c4f7-cffe-47d9-9650-e2d953f89b65,Deasy Fitriana,,Kenapa saya GK bisa download,5,0,2024-05-03 21:29:36,"Kami gembira mendengar ulasan ini Deasy Fitriana! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-03 22:12:35,,id,id
36,Google Play,320aed69-aa4d-4c43-9714-eabadc0d4015,Dian Prasetyo,,Bagus,5,0,2024-05-03 17:20:43,"Kami gembira mendengar ulasan ini Dian Prasetyo! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-03 18:03:11,3.24.17,id,id
37,Google Play,44590474-8af4-4529-b388-536d06ac9a2d,Zairin Sarolangun,,"The best, sangat membantu untuk belanja online",5,2,2024-05-03 16:52:58,"Kami gembira mendengar ulasan ini Zairin Sarolangun! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-03 17:08:48,3.24.16,id,id
38,Google Play,7e6ef800-fa2b-4fee-8318-f57ca559b347,Windi Dewanti,,Good,5,0,2024-05-03 15:17:14,"We're happy to hear that you're enjoying Shopee, Windi Dewanti! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-03 16:16:16,3.24.17,id,id
39,Google Play,3fb43240-cc1e-4f99-a3ab-a34ba4dd4f08,Diyan Taraxita,,Sangat berguna,5,0,2024-05-03 10:42:23,"Kami gembira mendengar ulasan ini Diyan Taraxita! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-03 11:15:24,3.24.17,id,id
40,Google Play,88b10de6-bbe9-4c2a-b99f-b6cf8086d770,Arnidah Asis,,Bahagia cinta.,5,0,2024-05-03 05:17:18,"Kami gembira mendengar ulasan ini Arnidah Asis! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-03 06:06:58,3.24.16,id,id
41,Google Play,648f72c0-a19e-40a1-ae3d-296c7186cfd0,Excel Project,,Good,5,0,2024-05-02 20:24:04,"We're happy to hear that you're enjoying Shopee, Excel Project! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-02 21:02:16,3.24.17,id,id
42,Google Play,07bf83a1-6fe8-4c9e-b46d-eb177aedd997,Alfin Ali,,Okey,5,0,2024-05-02 15:30:55,"We're happy to hear that you're enjoying Shopee, Alfin Ali! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-05-02 16:18:18,3.22.50,id,id
43,Google Play,920b5663-d0c0-4d2c-b184-01bd05805784,Taufik Brendel,,Oke ini apk,4,1,2024-05-01 22:54:59,"Kami gembira mendengar ulasan ini Taufik Brendel! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-02 00:22:53,3.24.17,id,id
44,Google Play,d7df3bca-1648-4b93-aa08-797e54dddc5a,Wutama Wirautamaveadtx,,Sangat bagus dan terbaik,5,0,2024-05-01 20:58:52,"Kami gembira mendengar ulasan ini Wutama Wirautamaveadtx! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-01 21:08:15,3.04.10,id,id
45,Google Play,64eeece8-bfce-4874-9622-674d263a0821,Shakilla Tey,,Suka sngt beli brng kat shoppe...bnyk free shipping,5,0,2024-05-01 17:45:38,"Kami gembira mendengar ulasan ini Shakilla Tey! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-01 18:13:35,3.23.36,id,id
46,Google Play,7d666d45-23ae-4384-91c0-a535fc6cbc33,Zulkarnain,,Terbaik,5,0,2024-05-01 16:09:59,"Kami gembira mendengar ulasan ini Zulkarnain! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-01 17:06:40,3.24.17,id,id
47,Google Play,11ed5631-6e1a-4603-9321-0392b916d594,Fiyan,,Minta COD,5,0,2024-05-01 13:20:08,"Terima kasih atas rating ini, Fiyan!
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet Percuma.",2024-05-01 14:14:17,,id,id
48,Google Play,8c0ae270-fa5c-487c-bb2f-b465ade17a44,Ju Da,,Barang tak sama dengan iklan,1,0,2024-05-01 09:14:41,"Kami kesal mendengar ulasan ini, Ju Da. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-05-01 10:06:58,,id,id
49,Google Play,bedd2c79-5fb7-4d03-a75e-c17a2b408f34,Jumbri Pither,,Nice barang murah dan senang je nk beli,5,0,2024-05-01 08:43:02,"Hai,

Salam Sejahtera dari Shopee! 😊

Kami maklum berkenaan pengalaman ini dan ingin membantu anda. Hubungi kami di:
- Hotline: +603 2777 9222
- Live Chat di Shopee app
- Email: help@support.shopee.com.my

Kami sedia membantu 🧡",2023-05-23 20:06:48,,id,id
50,Google Play,a891c34b-2c0a-428a-91a7-1326bc15607b,Indra Wan,,bagud,5,0,2024-05-01 07:40:46,"Kami gembira mendengar ulasan ini Indra Wan! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-05-01 08:06:07,,id,id
51,Google Play,f880edcb-5016-4d8b-a81c-2e9e770da297,Irpan ginting24,,shopee food kedai dah tak buka lagipun kenapa tak deled lepas tu deliveri pun nak cancel susa,1,1,2024-04-30 17:51:45,"Kami kesal mendengar ulasan ini, Irpan ginting24. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-30 18:03:06,3.19.12,id,id
52,Google Play,88b9c722-8a58-4269-9953-f0a5aea2fbed,Kartini Kartini,,Saya sangat puas dengan aplikasi ini sangat membantu,5,0,2024-04-30 16:11:28,"Kami gembira mendengar ulasan ini Kartini Kartini! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-30 17:11:30,3.24.16,id,id
53,Google Play,6515c1d7-2c9c-4ef7-aa48-cb438f2fb77f,Syafrenaldo zhicko,,Penghantaran yang pantas,5,0,2024-04-30 13:34:26,"Kami gembira mendengar ulasan ini Syafrenaldo zhicko! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-30 14:04:01,3.24.16,id,id
54,Google Play,35f0e1d6-a732-45c7-9793-e91c3d8883c9,Hakim zhou,,Terima kasih,5,0,2024-04-30 13:13:17,"Kami gembira mendengar ulasan ini Hakim zhou! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-30 14:09:57,3.17.22,id,id
